DURAK_ADI,display_name
KAZIM KARABEKİR CAD.,"Fatih Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34885, Türkiye"
KAZIM KARABEKİR CAD.,"Fatih Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34885, Türkiye"
ORMANLIK,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
RİVA KÖPRÜSÜ,"Riva Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BAHAR SK.,"Acarlar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FERİDUN PAŞA CAMİ,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34719, Türkiye"
EVREN SK.,"Cumhuriyet Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34697, Türkiye"
YUNUS EMRE,"Yenisahra Mahallesi, İstanbul, Türkiye"
HÜKÜMET KONAĞI,"Çamçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HÜKÜMET KONAĞI,"Çamçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HİSAR HASTANESİ,"Yamanevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
MEKTEP SOKAK,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
ESENKENT,"Aşık Veysel Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SİVAS KONGRE CADDESİ,"Çınar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
OSMANLI CADDESİ,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
OSMANLI CADDESİ,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
PELTEKS,"Ömerli Mahallesi, Arnavutköy, İstanbul, Marmara Bölgesi, 34555, Türkiye"
İHLAS EVLERİ,"Yenibosna Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34197, Türkiye"
İÇMELER İSTASYON,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye"
MALTEPE CARREFOUR,"Cevizli Mahallesi, İstanbul, Marmara Bölgesi, 34846, Türkiye"
Y.MIZRAK İÖO,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Y.MIZRAK İÖO,"Başıbüyük Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AYDINLI,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
AYDINLI,"Aydınlı Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34953, Türkiye"
ŞEKERPARE  SOKAK,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SIRMAKEŞ CAD.,"Dereseki Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
RAMAZANOĞLU MAHALLES,"Ramazanoğlu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
ÇAMÇEŞME MUHTARLIĞI,"Çamçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÖZTEPE,"Göztepe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34815, Türkiye"
BLOKLAR,"Göztepe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34815, Türkiye"
ATATÜRK CADDESİ,"Göztepe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34815, Türkiye"
KÖRFEZ,"Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
BULGURLU CADDESİ,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34696, Türkiye"
İSTİKLAL CADDESİ,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
YAŞAR ACAR CAMİ,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
AHMET YESEVİ PARKI,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
FEVZİ ÇAKMAK CADDESİ,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
YABANCI DİLLER OKULU,"Çiftehavuzlar Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
ANKARA CADDESİ,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
FİRUZKÖY BULVARI,"Mustafa Kemal Paşa Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
AVCILAR,"Merkez Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ZAFER MAHALLESİ,
B SOKAK,"İnönü Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34000, Türkiye"
KAPTAN,"Yeni Mahalle, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
ESKİ SANAYİ,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ CADDESİ,
SİLİVRİ ÜSTGEÇİT,"Alibey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİ M. KEMAL CAD.,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
M. KEMAL CAD.,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
KAFKAS CADDESİ,"Adnan Kahveci Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
YAVUZ SULTAN SELİM,"Adnan Kahveci Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
GÖKÇEALİ İSTASYONU,"Kaleiçi Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
A.NİHAT ANA.TEK.LİSE,"Kaleiçi Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
PLAJ YOLU,"Gümüşdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BEŞEVLER,"Uskumruköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TAVUKÇUYOLU CADDESİ,"Mehmet Akif Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ÜMRANİYE SGK.,"Altınşehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
BAYRAMPAŞA YEŞİLCAMİ,"Yenidoğan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
YONCA CADDESİ,"Yeşilkent Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
KÜÇÜKÇEKMECE LİSESİ,"Yeni Mahalle, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
TUNA LİSESİ,"Yenidoğan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
YAKACIK SPOR,"Yakacık Çarşı Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
MEKTEP SOKAK,"Fatih Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
KİRAZLIK,"Maden Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İMES BULVARI,"Şerifali Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
YAKACIK CADDESİ,"Eyüp Sultan Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye"
ÜÇYOL,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BOSTANCI GÖSTERİ MRK,"Bostancı Mahallesi, İstanbul, Marmara Bölgesi, 34744, Türkiye"
BOSTANCI GÖSTERİ MRK,"Bostancı Mahallesi, İstanbul, Marmara Bölgesi, 34744, Türkiye"
BAHAR SOKAK,"Küçükyalı Merkez Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEVLET HASTANESİ,"Batı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
SELÇUK ECZA 50.Y.İÖO,"Yukarı Dudullu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34775, Türkiye"
SAĞLIK MERKEZİ,"Yenidoğan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
BEREÇ,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
461 SOKAK,"Yeşilkent Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
KÖPRÜ,"Balıkyolu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
OZANLAR CADDESİ,"Yeşilkent Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
MALAZGİRT CADDESİ,"Ihlamurkuyu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Ş.MUHSİN BODUR K.KOL,"Pınar Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye"
BOSNA BULVARI,"Battalgazi Mahallesi, İstanbul, Marmara Bölgesi, 34935, Türkiye"
ÇAMLIK CADDESİ,"Ahmet Yesevi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇETİN CAD.,"Yukarı Dudullu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34775, Türkiye"
Osmangazi Cad.,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
Ulunay Cad.,"Yunus Mahallesi, İstanbul, Marmara Bölgesi, 34873, Türkiye"
Fatih Bulvarı,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34920, Türkiye"
Kuzu Sk.,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Bıçkıdere Cad.,"Bıçkıdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Alsancak Cad.,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Vahdet Cad.,"Adil Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MAHMUTBEY İÖO.,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
MAHMUTBEY İÖO,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
ÇEŞME,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
TUNA MAHALLESİ,"Tuna Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
KAZIM KARABEKİR MAH.,"Kazım Karabekir Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
ELEKTRİK  KURUMU,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SEFAKÖY YÜZME HAVUZU,"Gültepe Mahallesi, İstanbul, Marmara Bölgesi, 34295, Türkiye"
KÜÇÜKSU,"Göksu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
KÜÇÜKSU,"Göksu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
M.Ü. A.HİSARI KAMP.,"Göksu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
ANADOLU HİSARI,"Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
ANADOLU HİSARI,"Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
DOLAYBAĞI,"Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
KÖRFEZ,"Kanlıca Mahallesi, İstanbul, Marmara Bölgesi, 34819, Türkiye"
KALDIRIM CADDESİ,"Küçüksu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
TALİMHANE CAMİİ,"Küçüksu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
TÜRKAN SEDEFOĞLU İÖO,"Küçüksu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SELVİ YOLU,"Küçüksu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
BAHÇELİEVLER MAH.,"Güzeltepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
H.MANDERE MESLEK LİS,"Harmandere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ŞABANAĞA,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
KÖŞK,"Yeni Mahalle, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
KÜÇÜKBAKKALKÖY ÇARŞI,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
KILIÇ REİS SOKAK,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
ÇİÇEK KENT,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
ÇİÇEK KENT,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
KANLICA,"Kanlıca Mahallesi, İstanbul, Marmara Bölgesi, 34819, Türkiye"
KANLICA,"Kanlıca Mahallesi, İstanbul, Marmara Bölgesi, 34819, Türkiye"
SAHİL BOYU,"Kanlıca Mahallesi, İstanbul, Marmara Bölgesi, 34819, Türkiye"
HİDROGRAFİ D.BAŞK.,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
ÇUBUKLU,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
ÇUBUKLU,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
DEDEOĞLU KÖP.,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
DEDEOĞLU KÖP.,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
BURUN BAHÇE,"Paşabahçe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İBB SOSYAL TESİSLERİ,"Paşabahçe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İBB SOSYAL TESİSLERİ,"Paşabahçe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAVUZTÜRK MH.,"Yavuztürk Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34690, Türkiye"
YAVUZTÜRK MH.,"Yavuztürk Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34690, Türkiye"
KAVAKPINAR,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
BAHÇELİEVLER,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
MEZARLIK,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
MEZARLIK,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
ATATÜRK ORMANI,"Basınköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
ATAŞEHİR BULVARI,"Atatürk Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34758, Türkiye"
ÇAKIR SOKAK,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
MOSTAR KAVŞAĞI,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
PENDİK EMNİYET MÜD.,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
PENDİK EMNİYET MÜD.,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
AYDINLI CADDESİ,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
AYDINLI CADDESİ,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
İSTOÇ YOLU,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
BAKIRKÖY,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
BAĞLAR,"Gültepe Mahallesi, İstanbul, Marmara Bölgesi, 34295, Türkiye"
İNÖNÜ CADDESİ,"Yeni Mahalle, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
İNÖNÜ CADDESİ,"Yeni Mahalle, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
EKİNOBA,"Ekinoba Mahallesi, İstanbul, Marmara Bölgesi, 34535, Türkiye"
EKİNOBA,"Murat Çeşme Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
YILDIRIM BAYAZIT CAD,"Mustafa Kemal Paşa Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ŞAFAK SOKAK,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
ŞAFAK SOKAK,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
MERCAN SOKAK,"Tahtakale Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
MERCAN SOKAK,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
AŞIK VEYSEL CADDESİ,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
ZEYNEBİYE CAMİİ,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
ESKİ İSTANBUL CAD.,"Şahintepe Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
MİMAR SİNAN,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BİLALI HABEŞİ CAMİ,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AKDAĞ CADDESİ,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
SEFAKÖY SAN.SİTESİ,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEMİRYOLU CADDESİ,"Yeşilyurt Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLYURT,"Yeşilyurt Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLYURT,"Yeşilyurt Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
SİPAHİOĞLU,"Yeşilyurt Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
FENER YOLU,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
FENER YOLU,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye"
İNÖNÜ MAHALLESİ,"Balıkyolu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FEVZİ ÇAKMAK MAH.,"Kazım Karabekir Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
FEVZİ ÇAKMAK MAH.,"Fevzi Çakmak Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
SELİMPAŞA HUZUREVİ,"Selimpaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34590, Türkiye"
TOZKOPARAN MAHALLESİ,"Tozkoparan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KALE İŞ MERKEZİ,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
ALPERENLER,"Muratpaşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALPERENLER,"Rami Yeni Mahalle, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
YAVUZ SOKAK,"Mehmet Akif Ersoy Mahallesi, İstanbul, Marmara Bölgesi, 34283, Türkiye"
BOSNA ÇUKURÇEŞME,"Hürriyet Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KÜÇÜKKÖY TEK,"Yeni Mahalle, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34250, Türkiye"
ÇOCUK PARKI,"Taşoluk Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TEPE ÜSTÜ,"Altınşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
FABRİKALAR,"Örnek Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FABRİKALAR,"Ardıçlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FÜZE SOKAK,"Şenlik Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34153, Türkiye"
İKİTELLİ KÖPRÜSÜ,"Atatürk Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 364303, Türkiye"
İKİTELLİ KÖPRÜSÜ,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
İKİTELLİ KÖPRÜSÜ,"Mahmutbey Mahallesi, İstanbul, Marmara Bölgesi, 34218, Türkiye"
HUZUR CADDESİ,"Kanarya Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HUZUR CADDESİ,"Söğütlü Çeşme Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
SEÇKİNLER SİTESİ,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
SEÇKİNLER SİTESİ,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
TİRYAKİ H.PAŞA İÖO,"Tuna Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
DOĞTAŞ EVLERİ,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
SUBAŞI İ.Ö.OKULU,"Subaşı Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
BÖLGE TRAFİK,"Esentepe Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34870, Türkiye"
YARIMBURGAZ CAMİİ,"Yarımburgaz Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
TÜRK TELEKOM,"İnönü Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34000, Türkiye"
İNÖNÜ İÖO,"İnönü Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34000, Türkiye"
HÜRRİYET MAHALLESİ,"Bağlar Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34212, Türkiye"
BAKIRKÖY ADLİYESİ,"Osmaniye Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34146, Türkiye"
TOKAT MAHALLESİ,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
TÜMSAN,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BELEDİYE,
SANAYİ -2,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
REYHAN CADDESİ,"Yeşilova Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
KANARYA,"Kanarya Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DERSAN,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAHYA KEMAL BEYATLI,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
AKPINAR SOKAK,"Tahtakale Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
YOLUÇ CADDESİ,"Tahtakale Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLTEPE,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
YEŞİLTEPE (146),"Aşık Veysel Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAKUPLU KÖPRÜSÜ,"Güzelyurt Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FESLEĞEN SİTESİ,"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
FESLEĞEN SİTESİ,"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
ANADOLU HASTANESİ,"Mustafa Kemal Paşa Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ANADOLU HASTANESİ,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
M.KEMALPAŞA MAH.,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ÜNİVERSİTE MAHALLESİ,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
SU DEPOSU,"Saadetdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SU DEPOSU,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
KERVANSARAY,"Kervansaray Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AVCILAR İGDAŞ,"Üniversite Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ORHANGAZİ CADDESİ,"Mustafa Kemal Paşa Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
BORUSAN OTOMOTİV,"Üniversite Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
BORUSAN OTOMOTİV,"Üniversite Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
KİPTAŞ YAKUPLU,"Marmara Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
SİTELER,"Tevfikbey Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
MASLAKÇEŞME,"Tevfikbey Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
100. YIL İÖO,"İnönü Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
PAZAR YOLU,"İnönü Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
LALE ŞEHİR,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
EŞREF BİTLİS BLV.,"Akşemsettin Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
EŞREF BİTLİS BLV.,"Akşemsettin Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BÜLBÜL SOKAK,"Fatih Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34885, Türkiye"
50. YIL KÜLTÜR MRK.,"50. Yıl Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
DUMLUPINAR CAMİİ,"Rami Yeni Mahalle, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
DUMLUPINAR CAMİİ,"Rami Yeni Mahalle, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
OKUL,"Gülensu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BATTALGAZİ,"Gülensu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEREBOYU,"Alibahadır Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLYURT,"Alibahadır Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TANZİM,"Merdivenköy Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34732, Türkiye"
M.SAFFET ANADOLU LİS,"Merdivenköy Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34732, Türkiye"
GÖZCÜBABA,"Merdivenköy Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34732, Türkiye"
NAMAZGAH,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34696, Türkiye"
